package_id,package_name,country,cities_covered,duration,hotel_category,meals,transportation,major_attractions,activities,package_type,best_for,rating,estimated_cost,budget_category,duration_category,package_profile
IND0165,narkanda explorer package,india,narkanda,4,luxury heritage,breakfast dinner,ac coach,hatu peak narkanda local market narkanda city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.5,101887,luxury,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography narkanda narkanda narkanda luxury luxury luxury premium travelers premium travelers premium travelers hatu peak narkanda local market narkanda city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots hatu peak narkanda local market narkanda city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage luxury luxury short_trip short_trip ac coach breakfast dinner
IND0166,barot explorer package,india,barot,7,luxury heritage,breakfast,train cab,barot valley barot local market barot city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.7,32861,standard,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography barot barot barot cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts barot valley barot local market barot city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots barot valley barot local market barot city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard vacation vacation train cab breakfast
IND0167,shoja explorer package,india,shoja,5,5star,breakfast dinner,private cab,serolsar lake shoja local market shoja city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.4,36036,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography shoja shoja shoja nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers serolsar lake shoja local market shoja city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots serolsar lake shoja local market shoja city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip private cab breakfast dinner
IND0168,kufri explorer package,india,kufri,4,luxury heritage,breakfast lunch dinner,train cab,kufri fun world kufri local market kufri city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,3.8,98410,premium,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography kufri kufri kufri grand tour grand tour grand tour all travelers all travelers all travelers kufri fun world kufri local market kufri city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots kufri fun world kufri local market kufri city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage premium premium short_trip short_trip train cab breakfast lunch dinner
IND0169,nainital explorer package,india,nainital,5,3star,breakfast dinner,private cab,naini lake nainital local market nainital city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.2,16795,budget,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography nainital nainital nainital budget budget budget students solo travelers students solo travelers students solo travelers naini lake nainital local market nainital city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots naini lake nainital local market nainital city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star budget budget short_trip short_trip private cab breakfast dinner
IND0170,rishikesh explorer package,india,rishikesh,5,5star,breakfast,train cab,laxman jhula rishikesh local market rishikesh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.4,37015,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography rishikesh rishikesh rishikesh family family family families families families laxman jhula rishikesh local market rishikesh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots laxman jhula rishikesh local market rishikesh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip train cab breakfast
IND0171,haridwar explorer package,india,haridwar,7,luxury heritage,breakfast dinner,private cab,har ki pauri haridwar local market haridwar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.5,55917,premium,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography haridwar haridwar haridwar honeymoon honeymoon honeymoon couples couples couples har ki pauri haridwar local market haridwar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots har ki pauri haridwar local market haridwar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage premium premium vacation vacation private cab breakfast dinner
IND0172,dehradun explorer package,india,dehradun,4,luxury heritage,breakfast lunch dinner,train cab,robbers cave dehradun local market dehradun city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.5,34070,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography dehradun dehradun dehradun adventure adventure adventure adventure lovers adventure lovers adventure lovers robbers cave dehradun local market dehradun city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots robbers cave dehradun local market dehradun city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip train cab breakfast lunch dinner
IND0173,mussoorie explorer package,india,mussoorie,3,5star,breakfast lunch dinner,ac coach,kempty falls mussoorie local market mussoorie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.2,90696,premium,weekend,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography mussoorie mussoorie mussoorie luxury luxury luxury premium travelers premium travelers premium travelers kempty falls mussoorie local market mussoorie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots kempty falls mussoorie local market mussoorie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star premium premium weekend weekend ac coach breakfast lunch dinner
IND0174,auli explorer package,india,auli,5,luxury heritage,breakfast,private cab,auli ski resort auli local market auli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.5,26622,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography auli auli auli cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts auli ski resort auli local market auli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots auli ski resort auli local market auli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip private cab breakfast
IND0175,badrinath explorer package,india,badrinath,7,4star,breakfast dinner,private cab,badrinath temple badrinath local market badrinath city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.8,45721,standard,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography badrinath badrinath badrinath nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers badrinath temple badrinath local market badrinath city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots badrinath temple badrinath local market badrinath city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard vacation vacation private cab breakfast dinner
IND0176,almora explorer package,india,almora,7,3star,breakfast,private cab,binsar wildlife sanctuary almora local market almora city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.3,137766,luxury,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography almora almora almora grand tour grand tour grand tour all travelers all travelers all travelers binsar wildlife sanctuary almora local market almora city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots binsar wildlife sanctuary almora local market almora city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury vacation vacation private cab breakfast
IND0177,ranikhet explorer package,india,ranikhet,6,4star,breakfast dinner,flight cab,chaubatia gardens ranikhet local market ranikhet city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.0,17150,budget,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography ranikhet ranikhet ranikhet budget budget budget students solo travelers students solo travelers students solo travelers chaubatia gardens ranikhet local market ranikhet city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots chaubatia gardens ranikhet local market ranikhet city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star budget budget short_trip short_trip flight cab breakfast dinner
IND0178,jim corbett explorer package,india,jim corbett,7,luxury heritage,breakfast dinner,train cab,jim corbett national park jim corbett local market jim corbett city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.4,42079,standard,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography jim corbett jim corbett jim corbett family family family families families families jim corbett national park jim corbett local market jim corbett city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots jim corbett national park jim corbett local market jim corbett city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard vacation vacation train cab breakfast dinner
IND0179,uttarkashi explorer package,india,uttarkashi,4,4star,breakfast dinner,ac coach,gangotri temple uttarkashi local market uttarkashi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.8,43719,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography uttarkashi uttarkashi uttarkashi honeymoon honeymoon honeymoon couples couples couples gangotri temple uttarkashi local market uttarkashi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots gangotri temple uttarkashi local market uttarkashi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard short_trip short_trip ac coach breakfast dinner
IND0180,chopta explorer package,india,chopta,7,3star,breakfast dinner,train cab,tungnath temple chopta local market chopta city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.8,45886,standard,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography chopta chopta chopta adventure adventure adventure adventure lovers adventure lovers adventure lovers tungnath temple chopta local market chopta city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots tungnath temple chopta local market chopta city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard vacation vacation train cab breakfast dinner
IND0181,joshimath explorer package,india,joshimath,5,3star,breakfast dinner,flight cab,valley of flowers joshimath local market joshimath city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.7,109778,luxury,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography joshimath joshimath joshimath luxury luxury luxury premium travelers premium travelers premium travelers valley of flowers joshimath local market joshimath city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots valley of flowers joshimath local market joshimath city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury short_trip short_trip flight cab breakfast dinner
IND0182,agra explorer package,india,agra,7,4star,breakfast dinner,train cab,taj mahal agra local market agra city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.6,34734,standard,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography agra agra agra cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts taj mahal agra local market agra city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots taj mahal agra local market agra city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard vacation vacation train cab breakfast dinner
IND0183,varanasi explorer package,india,varanasi,5,luxury heritage,breakfast dinner,flight cab,kashi vishwanath temple varanasi local market varanasi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.7,37068,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography varanasi varanasi varanasi nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers kashi vishwanath temple varanasi local market varanasi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots kashi vishwanath temple varanasi local market varanasi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip flight cab breakfast dinner
IND0184,lucknow explorer package,india,lucknow,4,luxury heritage,breakfast,train cab,bara imambara lucknow local market lucknow city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.4,98812,premium,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography lucknow lucknow lucknow grand tour grand tour grand tour all travelers all travelers all travelers bara imambara lucknow local market lucknow city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots bara imambara lucknow local market lucknow city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage premium premium short_trip short_trip train cab breakfast
IND0185,mathura explorer package,india,mathura,3,luxury heritage,breakfast lunch dinner,train cab,krishna janmabhoomi mathura local market mathura city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.7,12836,budget,weekend,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography mathura mathura mathura budget budget budget students solo travelers students solo travelers students solo travelers krishna janmabhoomi mathura local market mathura city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots krishna janmabhoomi mathura local market mathura city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage budget budget weekend weekend train cab breakfast lunch dinner
IND0186,ayodhya explorer package,india,ayodhya,6,luxury heritage,breakfast,ac coach,ram janmabhoomi ayodhya local market ayodhya city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.8,40850,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography ayodhya ayodhya ayodhya family family family families families families ram janmabhoomi ayodhya local market ayodhya city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots ram janmabhoomi ayodhya local market ayodhya city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip ac coach breakfast
IND0187,vrindavan explorer package,india,vrindavan,7,3star,breakfast dinner,private cab,banke bihari temple vrindavan local market vrindavan city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.8,55400,premium,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography vrindavan vrindavan vrindavan honeymoon honeymoon honeymoon couples couples couples banke bihari temple vrindavan local market vrindavan city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots banke bihari temple vrindavan local market vrindavan city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star premium premium vacation vacation private cab breakfast dinner
IND0188,allahabad explorer package,india,allahabad,7,3star,breakfast lunch dinner,ac coach,triveni sangam allahabad local market allahabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.5,48953,standard,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography allahabad allahabad allahabad adventure adventure adventure adventure lovers adventure lovers adventure lovers triveni sangam allahabad local market allahabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots triveni sangam allahabad local market allahabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard vacation vacation ac coach breakfast lunch dinner
IND0189,jhansi explorer package,india,jhansi,6,3star,breakfast dinner,flight cab,jhansi fort jhansi local market jhansi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.4,120409,luxury,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography jhansi jhansi jhansi luxury luxury luxury premium travelers premium travelers premium travelers jhansi fort jhansi local market jhansi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots jhansi fort jhansi local market jhansi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury short_trip short_trip flight cab breakfast dinner
IND0190,sarnath explorer package,india,sarnath,5,3star,breakfast dinner,train cab,dhamek stupa sarnath local market sarnath city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.6,29457,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sarnath sarnath sarnath cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts dhamek stupa sarnath local market sarnath city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dhamek stupa sarnath local market sarnath city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip train cab breakfast dinner
IND0191,fatehpur sikri explorer package,india,fatehpur sikri,5,3star,breakfast lunch dinner,private cab,buland darwaza fatehpur sikri local market fatehpur sikri city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.4,36015,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography fatehpur sikri fatehpur sikri fatehpur sikri nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers buland darwaza fatehpur sikri local market fatehpur sikri city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots buland darwaza fatehpur sikri local market fatehpur sikri city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip private cab breakfast lunch dinner
IND0192,noida explorer package,india,noida,4,4star,breakfast lunch dinner,private cab,okhla bird sanctuary noida local market noida city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.3,100948,luxury,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography noida noida noida grand tour grand tour grand tour all travelers all travelers all travelers okhla bird sanctuary noida local market noida city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots okhla bird sanctuary noida local market noida city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star luxury luxury short_trip short_trip private cab breakfast lunch dinner
IND0193,aligarh explorer package,india,aligarh,6,3star,breakfast dinner,ac coach,aligarh fort aligarh local market aligarh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.1,17683,budget,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography aligarh aligarh aligarh budget budget budget students solo travelers students solo travelers students solo travelers aligarh fort aligarh local market aligarh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots aligarh fort aligarh local market aligarh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star budget budget short_trip short_trip ac coach breakfast dinner
IND0194,meerut explorer package,india,meerut,5,3star,breakfast dinner,private cab,augarnath temple meerut local market meerut city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.8,36519,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography meerut meerut meerut family family family families families families augarnath temple meerut local market meerut city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots augarnath temple meerut local market meerut city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip private cab breakfast dinner
IND0195,kanpur explorer package,india,kanpur,5,5star,breakfast dinner,ac coach,allen forest zoo kanpur local market kanpur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.2,47653,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography kanpur kanpur kanpur honeymoon honeymoon honeymoon couples couples couples allen forest zoo kanpur local market kanpur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots allen forest zoo kanpur local market kanpur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip ac coach breakfast dinner
IND0196,srinagar explorer package,india,srinagar,4,4star,breakfast,ac coach,dal lake srinagar local market srinagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,33985,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography srinagar srinagar srinagar adventure adventure adventure adventure lovers adventure lovers adventure lovers dal lake srinagar local market srinagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dal lake srinagar local market srinagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard short_trip short_trip ac coach breakfast
IND0197,leh explorer package,india,leh,3,4star,breakfast dinner,ac coach,pangong tso leh local market leh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.9,91432,premium,weekend,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography leh leh leh luxury luxury luxury premium travelers premium travelers premium travelers pangong tso leh local market leh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots pangong tso leh local market leh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star premium premium weekend weekend ac coach breakfast dinner
IND0198,pahalgam explorer package,india,pahalgam,4,5star,breakfast dinner,flight cab,betaab valley pahalgam local market pahalgam city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.6,25551,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography pahalgam pahalgam pahalgam cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts betaab valley pahalgam local market pahalgam city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots betaab valley pahalgam local market pahalgam city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip flight cab breakfast dinner
IND0199,jammu explorer package,india,jammu,3,5star,breakfast lunch dinner,ac coach,vaishno devi jammu local market jammu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.7,28324,standard,weekend,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography jammu jammu jammu nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers vaishno devi jammu local market jammu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots vaishno devi jammu local market jammu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard weekend weekend ac coach breakfast lunch dinner
IND0200,udhampur explorer package,india,udhampur,3,5star,breakfast lunch dinner,flight cab,patnitop height udhampur local market udhampur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.1,87697,premium,weekend,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography udhampur udhampur udhampur grand tour grand tour grand tour all travelers all travelers all travelers patnitop height udhampur local market udhampur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots patnitop height udhampur local market udhampur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star premium premium weekend weekend flight cab breakfast lunch dinner
IND0201,anantnag explorer package,india,anantnag,6,luxury heritage,breakfast dinner,ac coach,amarnath cave anantnag local market anantnag city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.5,14794,budget,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography anantnag anantnag anantnag budget budget budget students solo travelers students solo travelers students solo travelers amarnath cave anantnag local market anantnag city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots amarnath cave anantnag local market anantnag city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage budget budget short_trip short_trip ac coach breakfast dinner
IND0202,leh explorer package,india,leh,6,3star,breakfast,train cab,thiksey monastery leh local market leh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.7,37276,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography leh leh leh family family family families families families thiksey monastery leh local market leh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots thiksey monastery leh local market leh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip train cab breakfast
IND0203,nubra valley explorer package,india,nubra valley,7,5star,breakfast lunch dinner,flight cab,nubra valley nubra valley local market nubra valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.5,56384,premium,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography nubra valley nubra valley nubra valley honeymoon honeymoon honeymoon couples couples couples nubra valley nubra valley local market nubra valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots nubra valley nubra valley local market nubra valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star premium premium vacation vacation flight cab breakfast lunch dinner
IND0204,kargil explorer package,india,kargil,3,5star,breakfast,private cab,kargil war memorial kargil local market kargil city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.8,26838,standard,weekend,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography kargil kargil kargil adventure adventure adventure adventure lovers adventure lovers adventure lovers kargil war memorial kargil local market kargil city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots kargil war memorial kargil local market kargil city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard weekend weekend private cab breakfast
IND0205,diskit explorer package,india,diskit,7,5star,breakfast,flight cab,diskit monastery diskit local market diskit city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.7,131623,luxury,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography diskit diskit diskit luxury luxury luxury premium travelers premium travelers premium travelers diskit monastery diskit local market diskit city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots diskit monastery diskit local market diskit city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star luxury luxury vacation vacation flight cab breakfast
IND0206,kishtwar explorer package,india,kishtwar,4,5star,breakfast lunch dinner,ac coach,kishtwar national park kishtwar local market kishtwar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.3,23663,budget,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography kishtwar kishtwar kishtwar cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts kishtwar national park kishtwar local market kishtwar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots kishtwar national park kishtwar local market kishtwar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star budget budget short_trip short_trip ac coach breakfast lunch dinner
