package_id,package_name,country,cities_covered,duration,hotel_category,meals,transportation,major_attractions,activities,package_type,best_for,rating,estimated_cost,unnamed:_14,budget_category,duration_category,package_profile
JAP005,japan luxury escape,japan,tokyo kyoto osaka,10,5star luxury hotel,all meals,business class domestic flight private chauffeur,imperial palace ginza kinkakuji osaka castle,michelinstar dining private city tours luxury shopping helicopter ride,luxury,premium travelers,5.0,435000,,luxury,vacation,japan japan japan japan michelinstar dining private city tours luxury shopping helicopter ride michelinstar dining private city tours luxury shopping helicopter ride michelinstar dining private city tours luxury shopping helicopter ride michelinstar dining private city tours luxury shopping helicopter ride tokyo kyoto osaka tokyo kyoto osaka tokyo kyoto osaka luxury luxury luxury premium travelers premium travelers premium travelers imperial palace ginza kinkakuji osaka castle imperial palace ginza kinkakuji osaka castle 5star luxury hotel 5star luxury hotel luxury luxury vacation vacation business class domestic flight private chauffeur all meals
JAP006,japan cultural heritage tour,japan,kyoto nara,8,4star traditional hotel,breakfast,shinkansen private coach,fushimi inari shrine kinkakuji todaiji temple nara park,tea ceremony kimono experience temple tours cultural performances,cultural,history enthusiasts,4.9,175000,,luxury,vacation,japan japan japan japan tea ceremony kimono experience temple tours cultural performances tea ceremony kimono experience temple tours cultural performances tea ceremony kimono experience temple tours cultural performances tea ceremony kimono experience temple tours cultural performances kyoto nara kyoto nara kyoto nara cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts fushimi inari shrine kinkakuji todaiji temple nara park fushimi inari shrine kinkakuji todaiji temple nara park 4star traditional hotel 4star traditional hotel luxury luxury vacation vacation shinkansen private coach breakfast
JAP007,japan nature explorer,japan,hakone fuji five lakes,8,eco resort,breakfast dinner,private transfers,mount fuji lake kawaguchi owakudani valley chureito pagoda,nature walks ropeway ride hot springs photography,nature wildlife,nature lovers,4.8,195000,,luxury,vacation,japan japan japan japan nature walks ropeway ride hot springs photography nature walks ropeway ride hot springs photography nature walks ropeway ride hot springs photography nature walks ropeway ride hot springs photography hakone fuji five lakes hakone fuji five lakes hakone fuji five lakes nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers mount fuji lake kawaguchi owakudani valley chureito pagoda mount fuji lake kawaguchi owakudani valley chureito pagoda eco resort eco resort luxury luxury vacation vacation private transfers breakfast dinner
JAP008,ultimate japan grand tour,japan,tokyo kyoto osaka nara hakone hiroshima,15,5star hotels,breakfast dinner,shinkansen domestic flight private transfers,mount fuji tokyo skytree fushimi inari shrine osaka castle hiroshima peace memorial park miyajima island,city tours cultural experiences onsen stay shopping scenic cruises,grand tour,all travelers,5.0,495000,,luxury,long_trip,japan japan japan japan city tours cultural experiences onsen stay shopping scenic cruises city tours cultural experiences onsen stay shopping scenic cruises city tours cultural experiences onsen stay shopping scenic cruises city tours cultural experiences onsen stay shopping scenic cruises tokyo kyoto osaka nara hakone hiroshima tokyo kyoto osaka nara hakone hiroshima tokyo kyoto osaka nara hakone hiroshima grand tour grand tour grand tour all travelers all travelers all travelers mount fuji tokyo skytree fushimi inari shrine osaka castle hiroshima peace memorial park miyajima island mount fuji tokyo skytree fushimi inari shrine osaka castle hiroshima peace memorial park miyajima island 5star hotels 5star hotels luxury luxury long_trip long_trip shinkansen domestic flight private transfers breakfast dinner
MAL001,malaysia budget explorer,malaysia,kuala lumpur genting highlands,5,3star hotel,breakfast,airport transfers shared coach cable car,petronas twin towers batu caves genting skyworlds kl tower,city tours shopping theme park visit,budget,students solo travelers,4.5,45000,,standard,short_trip,malaysia malaysia malaysia malaysia city tours shopping theme park visit city tours shopping theme park visit city tours shopping theme park visit city tours shopping theme park visit kuala lumpur genting highlands kuala lumpur genting highlands kuala lumpur genting highlands budget budget budget students solo travelers students solo travelers students solo travelers petronas twin towers batu caves genting skyworlds kl tower petronas twin towers batu caves genting skyworlds kl tower 3star hotel 3star hotel standard standard short_trip short_trip airport transfers shared coach cable car breakfast
MAL002,malaysia family discovery,malaysia,kuala lumpur langkawi,6,4star hotel,breakfast dinner,domestic flight private transfers,langkawi sky bridge underwater world petronas twin towers,beach activities cable car ride family sightseeing,family,families,4.8,75000,,premium,short_trip,malaysia malaysia malaysia malaysia beach activities cable car ride family sightseeing beach activities cable car ride family sightseeing beach activities cable car ride family sightseeing beach activities cable car ride family sightseeing kuala lumpur langkawi kuala lumpur langkawi kuala lumpur langkawi family family family families families families langkawi sky bridge underwater world petronas twin towers langkawi sky bridge underwater world petronas twin towers 4star hotel 4star hotel premium premium short_trip short_trip domestic flight private transfers breakfast dinner
MAL003,malaysia romantic escape,malaysia,langkawi penang,6,5star beach resort,breakfast romantic dinner,domestic flight private transfers,cenang beach langkawi sky bridge penang hill kek lok si temple,sunset cruise spa beach dinner heritage walk,honeymoon,couples,4.9,125000,,luxury,short_trip,malaysia malaysia malaysia malaysia sunset cruise spa beach dinner heritage walk sunset cruise spa beach dinner heritage walk sunset cruise spa beach dinner heritage walk sunset cruise spa beach dinner heritage walk langkawi penang langkawi penang langkawi penang honeymoon honeymoon honeymoon couples couples couples cenang beach langkawi sky bridge penang hill kek lok si temple cenang beach langkawi sky bridge penang hill kek lok si temple 5star beach resort 5star beach resort luxury luxury short_trip short_trip domestic flight private transfers breakfast romantic dinner
MAL004,malaysia adventure expedition,malaysia,sabah kota kinabalu,8,4star resort,breakfast,domestic flight private transfers,mount kinabalu tunku abdul rahman marine park poring hot springs,mountain trekking scuba diving island hopping wildlife tours,adventure,adventure lovers,4.8,155000,,luxury,vacation,malaysia malaysia malaysia malaysia mountain trekking scuba diving island hopping wildlife tours mountain trekking scuba diving island hopping wildlife tours mountain trekking scuba diving island hopping wildlife tours mountain trekking scuba diving island hopping wildlife tours sabah kota kinabalu sabah kota kinabalu sabah kota kinabalu adventure adventure adventure adventure lovers adventure lovers adventure lovers mount kinabalu tunku abdul rahman marine park poring hot springs mount kinabalu tunku abdul rahman marine park poring hot springs 4star resort 4star resort luxury luxury vacation vacation domestic flight private transfers breakfast
MAL005,malaysia luxury escape,malaysia,kuala lumpur langkawi,8,5star luxury hotel resort,all meals,business class domestic flight private chauffeur,petronas twin towers langkawi sky bridge datai bay,luxury shopping private yacht cruise spa fine dining,luxury,premium travelers,5.0,285000,,luxury,vacation,malaysia malaysia malaysia malaysia luxury shopping private yacht cruise spa fine dining luxury shopping private yacht cruise spa fine dining luxury shopping private yacht cruise spa fine dining luxury shopping private yacht cruise spa fine dining kuala lumpur langkawi kuala lumpur langkawi kuala lumpur langkawi luxury luxury luxury premium travelers premium travelers premium travelers petronas twin towers langkawi sky bridge datai bay petronas twin towers langkawi sky bridge datai bay 5star luxury hotel resort 5star luxury hotel resort luxury luxury vacation vacation business class domestic flight private chauffeur all meals
MAL006,malaysia cultural heritage tour,malaysia,kuala lumpur malacca penang,7,4star hotel,breakfast,private coach,malacca heritage city george town unesco site sultan abdul samad building,heritage walks museum tours local food trail,cultural,history enthusiasts,4.8,95000,,premium,vacation,malaysia malaysia malaysia malaysia heritage walks museum tours local food trail heritage walks museum tours local food trail heritage walks museum tours local food trail heritage walks museum tours local food trail kuala lumpur malacca penang kuala lumpur malacca penang kuala lumpur malacca penang cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts malacca heritage city george town unesco site sultan abdul samad building malacca heritage city george town unesco site sultan abdul samad building 4star hotel 4star hotel premium premium vacation vacation private coach breakfast
MAL007,malaysia nature explorer,malaysia,borneo sandakan,8,eco resort,breakfast dinner,domestic flight shared transfers,kinabatangan river sepilok orangutan rehabilitation centre rainforest discovery centre,river safari jungle trekking bird watching wildlife photography,nature wildlife,nature lovers,4.9,165000,,luxury,vacation,malaysia malaysia malaysia malaysia river safari jungle trekking bird watching wildlife photography river safari jungle trekking bird watching wildlife photography river safari jungle trekking bird watching wildlife photography river safari jungle trekking bird watching wildlife photography borneo sandakan borneo sandakan borneo sandakan nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers kinabatangan river sepilok orangutan rehabilitation centre rainforest discovery centre kinabatangan river sepilok orangutan rehabilitation centre rainforest discovery centre eco resort eco resort luxury luxury vacation vacation domestic flight shared transfers breakfast dinner
MAL008,ultimate malaysia grand tour,malaysia,kuala lumpur genting highlands langkawi penang malacca,12,5star hotels,breakfast dinner,domestic flights private transfers,petronas twin towers batu caves langkawi sky bridge george town malacca heritage city,city tours beach excursions cultural experiences shopping island hopping,grand tour,all travelers,5.0,325000,,luxury,long_trip,malaysia malaysia malaysia malaysia city tours beach excursions cultural experiences shopping island hopping city tours beach excursions cultural experiences shopping island hopping city tours beach excursions cultural experiences shopping island hopping city tours beach excursions cultural experiences shopping island hopping kuala lumpur genting highlands langkawi penang malacca kuala lumpur genting highlands langkawi penang malacca kuala lumpur genting highlands langkawi penang malacca grand tour grand tour grand tour all travelers all travelers all travelers petronas twin towers batu caves langkawi sky bridge george town malacca heritage city petronas twin towers batu caves langkawi sky bridge george town malacca heritage city 5star hotels 5star hotels luxury luxury long_trip long_trip domestic flights private transfers breakfast dinner
MLD001,maldives budget explorer,maldives,mal maafushi island,5,3star guesthouse,breakfast,airport speedboat transfers,mal city maafushi beach local markets bikini beach,beach walks snorkeling island exploration,budget,students solo travelers,4.5,65000,,premium,short_trip,maldives maldives maldives maldives beach walks snorkeling island exploration beach walks snorkeling island exploration beach walks snorkeling island exploration beach walks snorkeling island exploration mal maafushi island mal maafushi island mal maafushi island budget budget budget students solo travelers students solo travelers students solo travelers mal city maafushi beach local markets bikini beach mal city maafushi beach local markets bikini beach 3star guesthouse 3star guesthouse premium premium short_trip short_trip airport speedboat transfers breakfast
MLD002,maldives family discovery,maldives,mal hulhumal,6,4star beach resort,breakfast dinner,speedboat transfers,hulhumal beach ocean park mal fish market artificial beach,family beach activities dolphin cruise water sports,family,families,4.8,115000,,luxury,short_trip,maldives maldives maldives maldives family beach activities dolphin cruise water sports family beach activities dolphin cruise water sports family beach activities dolphin cruise water sports family beach activities dolphin cruise water sports mal hulhumal mal hulhumal mal hulhumal family family family families families families hulhumal beach ocean park mal fish market artificial beach hulhumal beach ocean park mal fish market artificial beach 4star beach resort 4star beach resort luxury luxury short_trip short_trip speedboat transfers breakfast dinner
MLD003,maldives romantic escape,maldives,south mal atoll,5,5star overwater villa,breakfast romantic dinner,luxury speedboat transfers,overwater villas coral reefs sandbanks,candlelight dinner sunset cruise couples spa snorkeling,honeymoon,couples,4.9,225000,,luxury,short_trip,maldives maldives maldives maldives candlelight dinner sunset cruise couples spa snorkeling candlelight dinner sunset cruise couples spa snorkeling candlelight dinner sunset cruise couples spa snorkeling candlelight dinner sunset cruise couples spa snorkeling south mal atoll south mal atoll south mal atoll honeymoon honeymoon honeymoon couples couples couples overwater villas coral reefs sandbanks overwater villas coral reefs sandbanks 5star overwater villa 5star overwater villa luxury luxury short_trip short_trip luxury speedboat transfers breakfast romantic dinner
MLD004,maldives adventure expedition,maldives,baa atoll ari atoll,7,4star island resort,breakfast,seaplane speedboat transfers,hanifaru bay coral gardens ari atoll,scuba diving shark diving parasailing jet skiing,adventure,adventure lovers,4.8,185000,,luxury,vacation,maldives maldives maldives maldives scuba diving shark diving parasailing jet skiing scuba diving shark diving parasailing jet skiing scuba diving shark diving parasailing jet skiing scuba diving shark diving parasailing jet skiing baa atoll ari atoll baa atoll ari atoll baa atoll ari atoll adventure adventure adventure adventure lovers adventure lovers adventure lovers hanifaru bay coral gardens ari atoll hanifaru bay coral gardens ari atoll 4star island resort 4star island resort luxury luxury vacation vacation seaplane speedboat transfers breakfast
MLD005,maldives luxury escape,maldives,north mal atoll vaadhoo island,8,5star luxury water villa,all meals,seaplane private yacht transfers,vaadhoo beach sea of stars private sandbanks coral lagoons,private yacht cruise spa fine dining underwater restaurant,luxury,premium travelers,5.0,395000,,luxury,vacation,maldives maldives maldives maldives private yacht cruise spa fine dining underwater restaurant private yacht cruise spa fine dining underwater restaurant private yacht cruise spa fine dining underwater restaurant private yacht cruise spa fine dining underwater restaurant north mal atoll vaadhoo island north mal atoll vaadhoo island north mal atoll vaadhoo island luxury luxury luxury premium travelers premium travelers premium travelers vaadhoo beach sea of stars private sandbanks coral lagoons vaadhoo beach sea of stars private sandbanks coral lagoons 5star luxury water villa 5star luxury water villa luxury luxury vacation vacation seaplane private yacht transfers all meals
MLD006,maldives island heritage tour,maldives,mal addu atoll,6,4star resort,breakfast,domestic flight speedboat transfers,grand friday mosque national museum addu nature park,cultural tours local island visits traditional cuisine experience,cultural,history culture enthusiasts,4.7,135000,,luxury,short_trip,maldives maldives maldives maldives cultural tours local island visits traditional cuisine experience cultural tours local island visits traditional cuisine experience cultural tours local island visits traditional cuisine experience cultural tours local island visits traditional cuisine experience mal addu atoll mal addu atoll mal addu atoll cultural cultural cultural history culture enthusiasts history culture enthusiasts history culture enthusiasts grand friday mosque national museum addu nature park grand friday mosque national museum addu nature park 4star resort 4star resort luxury luxury short_trip short_trip domestic flight speedboat transfers breakfast
MLD007,maldives nature explorer,maldives,baa atoll vaavu atoll,7,eco resort,breakfast dinner,seaplane transfers,unesco biosphere reserve coral reefs mangroves,snorkeling dolphin watching manta ray diving kayaking,nature wildlife,nature lovers,4.9,195000,,luxury,vacation,maldives maldives maldives maldives snorkeling dolphin watching manta ray diving kayaking snorkeling dolphin watching manta ray diving kayaking snorkeling dolphin watching manta ray diving kayaking snorkeling dolphin watching manta ray diving kayaking baa atoll vaavu atoll baa atoll vaavu atoll baa atoll vaavu atoll nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers unesco biosphere reserve coral reefs mangroves unesco biosphere reserve coral reefs mangroves eco resort eco resort luxury luxury vacation vacation seaplane transfers breakfast dinner
MLD008,ultimate maldives grand tour,maldives,mal north mal atoll south mal atoll baa atoll ari atoll,10,5star luxury resorts,breakfast dinner,domestic flight seaplane private yacht,overwater villas hanifaru bay vaadhoo beach coral reefs private sandbanks,island hopping luxury spa scuba diving sunset cruises water sports,grand tour,all travelers,5.0,475000,,luxury,vacation,maldives maldives maldives maldives island hopping luxury spa scuba diving sunset cruises water sports island hopping luxury spa scuba diving sunset cruises water sports island hopping luxury spa scuba diving sunset cruises water sports island hopping luxury spa scuba diving sunset cruises water sports mal north mal atoll south mal atoll baa atoll ari atoll mal north mal atoll south mal atoll baa atoll ari atoll mal north mal atoll south mal atoll baa atoll ari atoll grand tour grand tour grand tour all travelers all travelers all travelers overwater villas hanifaru bay vaadhoo beach coral reefs private sandbanks overwater villas hanifaru bay vaadhoo beach coral reefs private sandbanks 5star luxury resorts 5star luxury resorts luxury luxury vacation vacation domestic flight seaplane private yacht breakfast dinner
NZL001,new zealand budget explorer,new zealand,auckland rotorua,7,3star hotel,breakfast,airport transfers intercity coach,sky tower waiotapu thermal wonderland rotorua lake hobbiton,city tours geothermal park visit shopping,budget,students solo travelers,4.6,125000,,luxury,vacation,new zealand new zealand new zealand new zealand city tours geothermal park visit shopping city tours geothermal park visit shopping city tours geothermal park visit shopping city tours geothermal park visit shopping auckland rotorua auckland rotorua auckland rotorua budget budget budget students solo travelers students solo travelers students solo travelers sky tower waiotapu thermal wonderland rotorua lake hobbiton sky tower waiotapu thermal wonderland rotorua lake hobbiton 3star hotel 3star hotel luxury luxury vacation vacation airport transfers intercity coach breakfast
NZL002,new zealand family discovery,new zealand,auckland queenstown,8,4star hotel,breakfast dinner,domestic flight private transfers,sky tower skyline queenstown kiwi birdlife park lake wakatipu,gondola ride family sightseeing wildlife experience,family,families,4.8,185000,,luxury,vacation,new zealand new zealand new zealand new zealand gondola ride family sightseeing wildlife experience gondola ride family sightseeing wildlife experience gondola ride family sightseeing wildlife experience gondola ride family sightseeing wildlife experience auckland queenstown auckland queenstown auckland queenstown family family family families families families sky tower skyline queenstown kiwi birdlife park lake wakatipu sky tower skyline queenstown kiwi birdlife park lake wakatipu 4star hotel 4star hotel luxury luxury vacation vacation domestic flight private transfers breakfast dinner
NZL003,new zealand romantic escape,new zealand,queenstown wanaka,7,5star lakeside resort,breakfast romantic dinner,private transfers,lake wakatipu milford sound roys peak arrowtown,sunset cruise couples spa scenic helicopter ride,honeymoon,couples,4.9,265000,,luxury,vacation,new zealand new zealand new zealand new zealand sunset cruise couples spa scenic helicopter ride sunset cruise couples spa scenic helicopter ride sunset cruise couples spa scenic helicopter ride sunset cruise couples spa scenic helicopter ride queenstown wanaka queenstown wanaka queenstown wanaka honeymoon honeymoon honeymoon couples couples couples lake wakatipu milford sound roys peak arrowtown lake wakatipu milford sound roys peak arrowtown 5star lakeside resort 5star lakeside resort luxury luxury vacation vacation private transfers breakfast romantic dinner
NZL004,new zealand adventure expedition,new zealand,queenstown franz josef glacier,9,4star lodge,breakfast,rental suv private transfers,nevis bungy franz josef glacier shotover river,bungee jumping skydiving glacier hike jet boating,adventure,adventure lovers,4.9,235000,,luxury,vacation,new zealand new zealand new zealand new zealand bungee jumping skydiving glacier hike jet boating bungee jumping skydiving glacier hike jet boating bungee jumping skydiving glacier hike jet boating bungee jumping skydiving glacier hike jet boating queenstown franz josef glacier queenstown franz josef glacier queenstown franz josef glacier adventure adventure adventure adventure lovers adventure lovers adventure lovers nevis bungy franz josef glacier shotover river nevis bungy franz josef glacier shotover river 4star lodge 4star lodge luxury luxury vacation vacation rental suv private transfers breakfast
NZL005,new zealand luxury escape,new zealand,auckland queenstown milford sound,10,5star luxury hotel,all meals,domestic flights private chauffeur,milford sound hobbiton sky tower lake tekapo,private yacht cruise fine dining spa helicopter tour,luxury,premium travelers,5.0,435000,,luxury,vacation,new zealand new zealand new zealand new zealand private yacht cruise fine dining spa helicopter tour private yacht cruise fine dining spa helicopter tour private yacht cruise fine dining spa helicopter tour private yacht cruise fine dining spa helicopter tour auckland queenstown milford sound auckland queenstown milford sound auckland queenstown milford sound luxury luxury luxury premium travelers premium travelers premium travelers milford sound hobbiton sky tower lake tekapo milford sound hobbiton sky tower lake tekapo 5star luxury hotel 5star luxury hotel luxury luxury vacation vacation domestic flights private chauffeur all meals
NZL006,new zealand cultural heritage tour,new zealand,rotorua wellington,8,4star hotel,breakfast,private coach,te puia mori cultural village museum of new zealand te papa tongarewa,mori cultural shows heritage tours museum visits,cultural,history enthusiasts,4.8,175000,,luxury,vacation,new zealand new zealand new zealand new zealand mori cultural shows heritage tours museum visits mori cultural shows heritage tours museum visits mori cultural shows heritage tours museum visits mori cultural shows heritage tours museum visits rotorua wellington rotorua wellington rotorua wellington cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts te puia mori cultural village museum of new zealand te papa tongarewa te puia mori cultural village museum of new zealand te papa tongarewa 4star hotel 4star hotel luxury luxury vacation vacation private coach breakfast
NZL007,new zealand nature explorer,new zealand,fiordland mount cook,9,eco lodge,breakfast dinner,private transfers,milford sound aorakimount cook national park lake pukaki,hiking wildlife watching kayaking stargazing,nature wildlife,nature lovers,4.9,215000,,luxury,vacation,new zealand new zealand new zealand new zealand hiking wildlife watching kayaking stargazing hiking wildlife watching kayaking stargazing hiking wildlife watching kayaking stargazing hiking wildlife watching kayaking stargazing fiordland mount cook fiordland mount cook fiordland mount cook nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers milford sound aorakimount cook national park lake pukaki milford sound aorakimount cook national park lake pukaki eco lodge eco lodge luxury luxury vacation vacation private transfers breakfast dinner
NZL008,ultimate new zealand grand tour,new zealand,auckland rotorua wellington queenstown milford sound mount cook,15,5star hotels,breakfast dinner,domestic flights private transfers,hobbiton sky tower milford sound franz josef glacier mount cook lake tekapo,scenic train ride adventure sports nature excursions cultural experiences shopping,grand tour,all travelers,5.0,495000,,luxury,long_trip,new zealand new zealand new zealand new zealand scenic train ride adventure sports nature excursions cultural experiences shopping scenic train ride adventure sports nature excursions cultural experiences shopping scenic train ride adventure sports nature excursions cultural experiences shopping scenic train ride adventure sports nature excursions cultural experiences shopping auckland rotorua wellington queenstown milford sound mount cook auckland rotorua wellington queenstown milford sound mount cook auckland rotorua wellington queenstown milford sound mount cook grand tour grand tour grand tour all travelers all travelers all travelers hobbiton sky tower milford sound franz josef glacier mount cook lake tekapo hobbiton sky tower milford sound franz josef glacier mount cook lake tekapo 5star hotels 5star hotels luxury luxury long_trip long_trip domestic flights private transfers breakfast dinner
SGP001,singapore budget explorer,singapore,singapore city,5,3star hotel,breakfast,airport transfers mrt pass,marina bay sands merlion park gardens by the bay chinatown,city tours shopping street food experience,budget,students solo travelers,4.6,55000,,premium,short_trip,singapore singapore singapore singapore city tours shopping street food experience city tours shopping street food experience city tours shopping street food experience city tours shopping street food experience singapore city singapore city singapore city budget budget budget students solo travelers students solo travelers students solo travelers marina bay sands merlion park gardens by the bay chinatown marina bay sands merlion park gardens by the bay chinatown 3star hotel 3star hotel premium premium short_trip short_trip airport transfers mrt pass breakfast
SGP002,singapore family discovery,singapore,singapore city sentosa island,6,4star hotel,breakfast dinner,private transfers,universal studios singapore sea aquarium sentosa skyline luge singapore zoo,theme parks aquarium visit cable car ride,family,families,4.8,95000,,premium,short_trip,singapore singapore singapore singapore theme parks aquarium visit cable car ride theme parks aquarium visit cable car ride theme parks aquarium visit cable car ride theme parks aquarium visit cable car ride singapore city sentosa island singapore city sentosa island singapore city sentosa island family family family families families families universal studios singapore sea aquarium sentosa skyline luge singapore zoo universal studios singapore sea aquarium sentosa skyline luge singapore zoo 4star hotel 4star hotel premium premium short_trip short_trip private transfers breakfast dinner
SGP003,singapore romantic escape,singapore,singapore city sentosa island,5,5star luxury hotel,breakfast romantic dinner,private transfers,marina bay sands skypark gardens by the bay sentosa beaches,sunset cruise couples spa rooftop dining night safari,honeymoon,couples,4.9,155000,,luxury,short_trip,singapore singapore singapore singapore sunset cruise couples spa rooftop dining night safari sunset cruise couples spa rooftop dining night safari sunset cruise couples spa rooftop dining night safari sunset cruise couples spa rooftop dining night safari singapore city sentosa island singapore city sentosa island singapore city sentosa island honeymoon honeymoon honeymoon couples couples couples marina bay sands skypark gardens by the bay sentosa beaches marina bay sands skypark gardens by the bay sentosa beaches 5star luxury hotel 5star luxury hotel luxury luxury short_trip short_trip private transfers breakfast romantic dinner
SGP004,singapore adventure expedition,singapore,singapore city sentosa island,6,4star hotel,breakfast,private transfers,mega adventure park adventure cove waterpark southern ridges,ziplining indoor skydiving water sports hiking,adventure,adventure lovers,4.8,125000,,luxury,short_trip,singapore singapore singapore singapore ziplining indoor skydiving water sports hiking ziplining indoor skydiving water sports hiking ziplining indoor skydiving water sports hiking ziplining indoor skydiving water sports hiking singapore city sentosa island singapore city sentosa island singapore city sentosa island adventure adventure adventure adventure lovers adventure lovers adventure lovers mega adventure park adventure cove waterpark southern ridges mega adventure park adventure cove waterpark southern ridges 4star hotel 4star hotel luxury luxury short_trip short_trip private transfers breakfast
SGP005,singapore luxury escape,singapore,singapore city,7,5star luxury hotel,all meals,private chauffeur,marina bay sands gardens by the bay jewel changi airport orchard road,luxury shopping michelinstar dining private yacht cruise spa,luxury,premium travelers,5.0,285000,,luxury,vacation,singapore singapore singapore singapore luxury shopping michelinstar dining private yacht cruise spa luxury shopping michelinstar dining private yacht cruise spa luxury shopping michelinstar dining private yacht cruise spa luxury shopping michelinstar dining private yacht cruise spa singapore city singapore city singapore city luxury luxury luxury premium travelers premium travelers premium travelers marina bay sands gardens by the bay jewel changi airport orchard road marina bay sands gardens by the bay jewel changi airport orchard road 5star luxury hotel 5star luxury hotel luxury luxury vacation vacation private chauffeur all meals
SGP006,singapore cultural heritage tour,singapore,singapore city,6,4star hotel,breakfast,mrt pass private coach,chinatown little india kampong glam national museum of singapore,heritage walks museum visits hawker food trail,cultural,history enthusiasts,4.7,85000,,premium,short_trip,singapore singapore singapore singapore heritage walks museum visits hawker food trail heritage walks museum visits hawker food trail heritage walks museum visits hawker food trail heritage walks museum visits hawker food trail singapore city singapore city singapore city cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts chinatown little india kampong glam national museum of singapore chinatown little india kampong glam national museum of singapore 4star hotel 4star hotel premium premium short_trip short_trip mrt pass private coach breakfast
SGP007,singapore nature explorer,singapore,singapore city pulau ubin,6,eco resort,breakfast dinner,ferry private transfers,singapore botanic gardens sungei buloh wetland reserve pulau ubin macritchie reservoir,cycling bird watching nature trails kayaking,nature wildlife,nature lovers,4.8,105000,,luxury,short_trip,singapore singapore singapore singapore cycling bird watching nature trails kayaking cycling bird watching nature trails kayaking cycling bird watching nature trails kayaking cycling bird watching nature trails kayaking singapore city pulau ubin singapore city pulau ubin singapore city pulau ubin nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers singapore botanic gardens sungei buloh wetland reserve pulau ubin macritchie reservoir singapore botanic gardens sungei buloh wetland reserve pulau ubin macritchie reservoir eco resort eco resort luxury luxury short_trip short_trip ferry private transfers breakfast dinner
SGP008,ultimate singapore grand tour,singapore,singapore city sentosa island pulau ubin,8,5star hotel,breakfast dinner,private transfers,marina bay sands universal studios singapore gardens by the bay sentosa island night safari singapore flyer jewel changi airport,theme parks city tours shopping wildlife experiences river cruise,grand tour,all travelers,5.0,245000,,luxury,vacation,singapore singapore singapore singapore theme parks city tours shopping wildlife experiences river cruise theme parks city tours shopping wildlife experiences river cruise theme parks city tours shopping wildlife experiences river cruise theme parks city tours shopping wildlife experiences river cruise singapore city sentosa island pulau ubin singapore city sentosa island pulau ubin singapore city sentosa island pulau ubin grand tour grand tour grand tour all travelers all travelers all travelers marina bay sands universal studios singapore gardens by the bay sentosa island night safari singapore flyer jewel changi airport marina bay sands universal studios singapore gardens by the bay sentosa island night safari singapore flyer jewel changi airport 5star hotel 5star hotel luxury luxury vacation vacation private transfers breakfast dinner
ESP001,spain budget explorer,spain,madrid barcelona,6,3star hotel,breakfast,airport transfers highspeed ave train,sagrada famlia royal palace of madrid plaza mayor park gell,city tours shopping local food walk,budget,students solo travelers,4.5,105000,,luxury,short_trip,spain spain spain spain city tours shopping local food walk city tours shopping local food walk city tours shopping local food walk city tours shopping local food walk madrid barcelona madrid barcelona madrid barcelona budget budget budget students solo travelers students solo travelers students solo travelers sagrada famlia royal palace of madrid plaza mayor park gell sagrada famlia royal palace of madrid plaza mayor park gell 3star hotel 3star hotel luxury luxury short_trip short_trip airport transfers highspeed ave train breakfast
ESP002,spain family discovery,spain,madrid valencia,7,4star hotel,breakfast dinner,private transfers highspeed train,oceanogrfic valencia city of arts and sciences retiro park royal palace,aquarium visit family sightseeing cultural experiences,family,families,4.8,165000,,luxury,vacation,spain spain spain spain aquarium visit family sightseeing cultural experiences aquarium visit family sightseeing cultural experiences aquarium visit family sightseeing cultural experiences aquarium visit family sightseeing cultural experiences madrid valencia madrid valencia madrid valencia family family family families families families oceanogrfic valencia city of arts and sciences retiro park royal palace oceanogrfic valencia city of arts and sciences retiro park royal palace 4star hotel 4star hotel luxury luxury vacation vacation private transfers highspeed train breakfast dinner
ESP003,spain romantic escape,spain,barcelona seville,7,5star luxury hotel,breakfast romantic dinner,private transfers domestic flight,sagrada famlia la rambla plaza de espaa alczar of seville,flamenco show sunset cruise couples spa fine dining,honeymoon,couples,4.9,235000,,luxury,vacation,spain spain spain spain flamenco show sunset cruise couples spa fine dining flamenco show sunset cruise couples spa fine dining flamenco show sunset cruise couples spa fine dining flamenco show sunset cruise couples spa fine dining barcelona seville barcelona seville barcelona seville honeymoon honeymoon honeymoon couples couples couples sagrada famlia la rambla plaza de espaa alczar of seville sagrada famlia la rambla plaza de espaa alczar of seville 5star luxury hotel 5star luxury hotel luxury luxury vacation vacation private transfers domestic flight breakfast romantic dinner
